review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country
R00687,2025-08-19,P005,3,does what the listing says,True,3,United States
R00688,2026-06-04,P010,5,works intuitively,True,2,United Kingdom
R00689,2026-02-02,P030,5,excellent price to performance,True,2,United Kingdom
R00690,2025-08-12,P021,4,feels premium and reliable,True,2,Germany
R00691,2026-02-01,P026,3,acceptable overall with room to improve,True,4,United Kingdom
R00692,2025-08-03,P021,3,works as expected,True,3,United States
R00693,2025-10-06,P016,5,easy to set up and use,True,0,United States
R00694,2025-12-29,P003,3,does what the listing says,True,2,United States
R00695,2025-12-28,P014,4,comfortable for long sessions,True,3,United States
R00696,2026-02-12,P021,5,very durable in daily use,True,0,United States
R00697,2025-10-31,P029,3,works as expected,True,6,Canada
R00698,2026-07-13,P011,4,simple controls and clear instructions,True,6,United States
R00699,2026-07-25,P026,4,size and fit are exactly right,True,5,Canada
R00700,2026-05-14,P002,2,very durable in daily use,True,0,United States
R00701,2026-01-31,P002,2,fit is too tight,True,4,Germany
R00702,2026-03-20,P005,5,excellent build quality,True,3,Germany
R00703,2026-06-12,P006,5,has held up really well,True,2,United States
R00704,2026-06-16,P024,2,broke much sooner than expected,False,3,Germany
R00705,2026-01-04,P027,3,works as expected,True,1,United States
R00706,2025-11-12,P001,5,excellent price to performance,False,1,United States
R00707,2026-04-09,P021,1,stopped working after a few weeks,True,5,United States
R00708,2026-03-11,P008,4,great value for the price,True,4,United States
R00709,2026-03-10,P020,5,has held up really well,True,1,United Kingdom
R00710,2025-12-08,P008,1,poor value compared with alternatives,True,10,United States
R00711,2025-10-13,P027,4,excellent build quality,True,1,United States
R00712,2025-12-30,P004,3,does what the listing says,True,2,United States
R00713,2025-11-24,P023,3,average experience,True,0,United Kingdom
R00714,2025-10-30,P020,4,easy to set up and use,False,2,United Kingdom
R00715,2026-04-11,P025,5,fits perfectly and feels comfortable,True,8,Australia
R00716,2025-08-21,P008,4,simple controls and clear instructions,True,5,United Kingdom
R00717,2026-02-28,P005,5,product received,True,0,Australia
R00718,2025-09-19,P008,1,not worth the price,True,3,United States
R00719,2026-07-14,P020,4,shipping was smooth,True,5,United Kingdom
R00720,2025-10-14,P017,4,works intuitively,True,0,United States
R00721,2026-02-02,P023,4,comfortable for long sessions,True,2,United States
R00722,2025-12-02,P027,1,delivery took far too long,True,1,Germany
R00723,2025-11-28,P008,5,easy to set up and use,True,1,United States
R00724,2025-08-17,P027,5,has held up really well,True,0,Australia
R00725,2025-12-04,P027,5,feels premium and reliable,True,1,United States
R00726,2026-01-24,P008,4,arrived early and well packaged,True,4,United States
R00727,2025-12-21,P019,5,excellent build quality,True,0,Germany
R00728,2026-07-03,P010,5,shipping was smooth,True,5,United Kingdom
R00729,2026-03-27,P019,1,delivery took far too long,True,1,United States
R00730,2026-05-30,P023,5,fits perfectly and feels comfortable,True,1,Australia
R00731,2025-12-10,P027,3,acceptable overall with room to improve,True,4,United States
R00732,2026-05-31,P018,5,feels premium and reliable,True,0,United States
R00733,2025-12-01,P011,4,arrived early and well packaged,True,1,Germany
R00734,2026-04-08,P022,1,arrived late with damaged packaging,True,3,United States
R00735,2025-08-15,P029,5,great value for the price,True,0,Australia
R00736,2026-07-20,P029,3,delivery took far too long,True,2,Canada
R00737,2025-09-19,P024,4,excellent price to performance,True,0,Germany
R00738,2026-02-02,P019,5,size and fit are exactly right,False,0,Germany
R00739,2025-11-02,P009,3,average experience,False,2,United States
R00740,2026-07-22,P019,5,feels premium and reliable,True,3,Germany
R00741,2025-08-04,P027,5,fits perfectly and feels comfortable,True,1,Germany
R00742,2025-10-01,P028,5,feels premium and reliable,False,3,Australia
R00743,2026-05-08,P025,1,defective finish out of the box,True,1,United Kingdom
R00744,2026-04-07,P002,2,broke much sooner than expected,True,3,United States
R00745,2025-12-06,P004,3,works as expected,True,4,United States
R00746,2025-11-06,P004,3,works as expected,True,1,Australia
R00747,2026-05-02,P029,3,acceptable overall with room to improve,True,3,United Kingdom
R00748,2025-11-23,P006,5,comfortable for long sessions,True,2,Germany
R00749,2025-11-07,P010,4,feels premium and reliable,True,0,Canada
R00750,2026-03-11,P013,1,box arrived crushed,True,2,Germany
R00751,2026-06-12,P014,5,feels premium and reliable,True,1,United States
R00752,2025-09-18,P021,4,easy to set up and use,True,5,United States
R00753,2025-09-27,P001,4,great value for the price,True,6,United States
R00754,2025-09-06,P002,5,still works perfectly after months,True,1,Australia
R00755,2025-09-02,P023,5,fast delivery with no damage,True,1,United States
R00756,2026-03-19,P028,2,poor value compared with alternatives,False,3,Canada
R00757,2026-04-30,P007,2,frustrating to use,True,8,United States
R00758,2025-08-04,P006,2,worth every dollar,True,2,United Kingdom
R00759,2026-06-06,P011,2,fit is too tight,True,0,United Kingdom
R00760,2026-06-30,P028,1,uncomfortable and badly sized,True,4,Germany
R00761,2026-07-28,P028,5,worth every dollar,True,1,Canada
R00762,2025-10-10,P005,5,has held up really well,True,2,Australia
R00763,2026-03-16,P024,4,has held up really well,True,1,Canada
R00764,2026-03-01,P025,4,great value for the price,True,2,United States
R00765,2026-01-12,P015,5,size and fit are exactly right,True,3,Germany
R00766,2025-10-08,P019,2,poor build quality and cheap materials,True,0,Australia
R00767,2026-03-26,P002,2,poor value compared with alternatives,True,2,United States
R00768,2025-12-20,P019,4,feels premium and reliable,True,1,United States
R00769,2026-05-26,P029,3,works as expected,False,3,Canada
R00770,2025-11-01,P012,5,simple controls and clear instructions,True,3,Germany
R00771,2025-08-15,P009,3,quality is disappointing,True,3,Australia
R00772,2025-09-30,P015,3,average experience,True,6,Canada
R00773,2026-07-27,P007,3,acceptable overall with room to improve,True,4,United States
R00774,2025-11-01,P026,5,still works perfectly after months,True,4,United Kingdom
R00775,2026-02-07,P030,4,size and fit are exactly right,True,2,United Kingdom
R00776,2026-04-03,P020,4,has held up really well,True,1,Canada
R00777,2026-07-01,P009,2,quality is disappointing,True,10,United States
R00778,2026-07-03,P023,3,average experience,True,4,United Kingdom
R00779,2026-04-09,P025,3,works as expected,True,4,Australia
R00780,2026-01-11,P017,1,quality is disappointing,True,1,United States
R00781,2025-08-29,P011,5,fast delivery with no damage,True,1,United States
R00782,2025-11-17,P007,4,shipping was smooth,True,7,United States
R00783,2025-08-02,P011,1,does not fit as described,True,1,United States
R00784,2025-10-02,P013,4,fits perfectly and feels comfortable,True,0,United States
R00785,2026-03-04,P009,1,poor build quality and cheap materials,True,2,United States
R00786,2026-01-20,P018,3,acceptable overall with room to improve,True,0,Germany
R00787,2026-02-27,P009,4,feels premium and reliable,True,4,United States
R00788,2026-03-25,P011,3,average experience,True,4,United States
R00789,2026-07-10,P006,5,worth every dollar,True,2,United States
R00790,2025-09-01,P001,5,product received,True,0,Canada
R00791,2026-04-14,P004,4,excellent build quality,True,2,United States
R00792,2025-11-24,P018,4,ok,True,14,Germany
R00793,2025-09-16,P029,5,fits perfectly and feels comfortable,True,1,Germany
R00794,2026-01-01,P006,5,simple controls and clear instructions,True,4,United States
R00795,2025-11-06,P002,2,instructions are unclear,True,8,United States
R00796,2026-02-01,P019,4,works intuitively,True,0,United States
R00797,2025-08-18,P010,5,size and fit are exactly right,True,0,United States
R00798,2025-09-17,P030,5,comfortable for long sessions,True,3,Canada
R00799,2026-02-14,P008,4,excellent price to performance,True,2,United States
R00800,2026-05-11,P007,5,very durable in daily use,True,3,United Kingdom
R00801,2026-01-15,P020,5,easy to set up and use,True,1,United States
R00802,2025-12-17,P024,5,size and fit are exactly right,True,9,United States
R00803,2025-11-10,P008,5,still works perfectly after months,True,3,United Kingdom
R00804,2026-06-19,P026,4,fast delivery with no damage,False,5,United Kingdom
R00805,2025-10-06,P029,2,size and fit are exactly right,True,7,Canada
R00806,2026-03-11,P004,3,works as expected,True,0,United States
R00807,2026-01-23,P011,4,size and fit are exactly right,True,1,United Kingdom
R00808,2026-07-19,P003,5,comfortable for long sessions,True,2,United States
R00809,2025-08-06,P027,3,average experience,True,13,United Kingdom
R00810,2025-10-14,P001,5,fits perfectly and feels comfortable,True,2,Germany
R00811,2026-06-22,P025,4,very durable in daily use,True,3,United States
R00812,2025-12-14,P028,5,worth every dollar,True,1,Australia
R00813,2025-09-05,P021,4,very durable in daily use,True,2,United Kingdom
R00814,2026-05-26,P015,3,acceptable overall with room to improve,True,0,United States
R00815,2025-08-13,P011,5,simple controls and clear instructions,True,1,United States
R00816,2026-03-11,P011,5,better quality than expected,True,7,United States
R00817,2025-11-10,P029,5,works intuitively,True,3,United Kingdom
R00818,2025-10-24,P005,5,worth every dollar,True,0,United Kingdom
R00819,2025-08-10,P027,3,works as expected,True,1,Australia
R00820,2026-01-31,P020,5,fits perfectly and feels comfortable,True,1,United States
R00821,2025-08-10,P030,1,fit is too tight,False,6,United States
R00822,2026-06-20,P007,4,better quality than expected,True,1,Germany
R00823,2026-07-31,P015,4,uncomfortable and badly sized,True,3,Canada
R00824,2026-04-28,P006,5,fits perfectly and feels comfortable,True,1,United States
R00825,2025-10-03,P001,4,fast delivery with no damage,True,0,United States
R00826,2025-10-02,P027,4,shipping was smooth,True,2,Australia
R00827,2025-09-02,P001,1,instructions are unclear,True,1,United States
R00828,2026-03-30,P021,2,defective finish out of the box,True,1,Australia
R00829,2026-04-06,P004,5,very durable in daily use,True,3,United States
R00830,2025-09-24,P015,3,average experience,True,3,Australia
R00831,2025-10-10,P010,4,fast delivery with no damage,True,0,United States
R00832,2026-04-26,P009,5,better quality than expected,False,3,United States
R00833,2026-06-18,P028,4,excellent price to performance,True,4,United States
R00834,2025-09-06,P025,3,does what the listing says,True,1,United States
R00835,2025-10-21,P024,5,better quality than expected,True,3,Germany
R00836,2026-06-09,P010,5,feels premium and reliable,True,1,Germany
R00837,2026-04-19,P019,1,uncomfortable and badly sized,True,2,Germany
R00838,2025-12-26,P029,4,fits perfectly and feels comfortable,True,1,United States
R00839,2026-03-21,P027,5,great value for the price,False,1,Germany
R00840,2026-02-10,P003,5,worth every dollar,True,4,United States
R00841,2026-01-20,P007,1,quality is disappointing,True,0,Germany
R00842,2026-03-11,P002,3,durability is unacceptable,True,2,Canada
R00843,2026-07-19,P029,1,poor build quality and cheap materials,False,2,United States
R00844,2026-05-16,P012,4,size and fit are exactly right,True,3,United States
R00845,2026-06-15,P016,4,fast delivery with no damage,True,3,United Kingdom
R00846,2025-11-03,P030,4,still works perfectly after months,True,1,Germany
R00847,2026-02-18,P025,3,average experience,True,4,United States
R00848,2025-11-05,P021,4,fits perfectly and feels comfortable,True,1,United Kingdom
R00849,2026-02-25,P011,5,excellent build quality,True,1,United States
R00850,2025-09-15,P026,4,product received,True,3,United Kingdom
R00851,2026-02-05,P016,5,better quality than expected,True,6,United States
R00852,2026-02-07,P002,4,still works perfectly after months,True,2,Australia
R00853,2026-05-11,P005,4,fit is too tight,True,2,United States
R00854,2026-05-13,P003,2,instructions are unclear,True,9,Australia
R00855,2026-03-24,P009,2,stopped working after a few weeks,True,1,Germany
R00856,2025-11-11,P021,5,fast delivery with no damage,False,1,Canada
R00857,2025-10-25,P026,5,comfortable for long sessions,True,7,United States
R00858,2026-07-30,P023,2,arrived early and well packaged,True,4,Australia
R00859,2026-05-15,P011,3,acceptable overall with room to improve,True,0,United States
R00860,2026-07-09,P021,4,shipping was smooth,True,1,United States
R00861,2026-05-20,P013,5,fast delivery with no damage,True,1,United States
R00862,2025-11-14,P020,2,uncomfortable and badly sized,True,2,United States
R00863,2026-07-29,P022,5,arrived early and well packaged,True,3,Australia
R00864,2026-05-06,P002,1,stopped working after a few weeks,True,3,Australia
R00865,2025-08-17,P005,5,very durable in daily use,True,1,United States
R00866,2026-02-10,P019,5,comfortable for long sessions,True,3,United States
R00867,2026-07-21,P028,3,acceptable overall with room to improve,True,0,United States
R00868,2026-05-14,P009,1,quality is disappointing,True,7,United Kingdom
R00869,2025-10-21,P018,3,does what the listing says,True,1,Germany
R00870,2025-10-17,P008,2,frustrating to use,True,9,Australia
R00871,2026-02-19,P021,5,size and fit are exactly right,False,1,United States
R00872,2025-09-12,P017,4,worth every dollar,True,10,Australia
R00873,2025-09-06,P021,2,fine,True,4,United States
R00874,2026-07-06,P011,4,size and fit are exactly right,True,3,United States
R00875,2026-03-16,P009,5,worth every dollar,True,3,Canada
R00876,2025-10-27,P017,4,works intuitively,True,2,United States
R00877,2025-08-06,P025,2,poor value compared with alternatives,True,1,United States
R00878,2026-02-18,P020,4,has held up really well,True,4,United States
R00879,2025-10-09,P008,5,feels premium and reliable,True,0,Germany
R00880,2026-01-23,P013,5,fast delivery with no damage,True,2,United States
R00881,2025-12-25,P024,4,very durable in daily use,True,2,United States
R00882,2025-10-12,P021,5,works intuitively,True,7,United States
R00883,2025-08-04,P004,2,excellent build quality,True,0,Germany
R00884,2025-10-14,P013,4,fits perfectly and feels comfortable,True,2,United States
R00885,2026-03-22,P021,4,arrived early and well packaged,True,1,Australia
R00886,2026-07-28,P007,5,excellent price to performance,True,4,United States
R00887,2026-03-15,P017,3,works as expected,True,1,Canada
R00888,2026-03-11,P018,5,worth every dollar,True,2,United States
R00889,2026-04-14,P024,5,fast delivery with no damage,True,3,United States
R00890,2026-03-16,P019,4,shipping was smooth,True,1,United Kingdom
R00891,2025-08-10,P009,3,works as expected,True,0,United States
R00892,2026-04-07,P013,1,delivery took far too long,True,1,United States
R00893,2026-02-13,P022,4,very durable in daily use,True,1,United States
R00894,2025-11-11,P016,3,acceptable overall with room to improve,True,1,United States
R00895,2025-09-30,P006,1,durability is unacceptable,True,1,United States
R00896,2025-11-10,P030,1,box arrived crushed,True,0,United States
R00897,2025-10-26,P025,3,does what the listing says,True,2,United States
R00898,2025-08-25,P027,3,acceptable overall with room to improve,True,2,United States
R00899,2026-01-09,P014,4,great value for the price,True,2,Canada
R00900,2025-12-18,P015,5,comfortable for long sessions,True,0,United States
R00901,2026-07-16,P017,3,acceptable overall with room to improve,True,5,United Kingdom
R00902,2026-02-13,P013,4,very durable in daily use,True,0,United States
R00903,2026-06-17,P017,3,instructions are unclear,True,2,United States
R00904,2026-01-07,P010,2,frustrating to use,True,5,United Kingdom
R00905,2025-12-27,P018,4,fast delivery with no damage,True,8,Canada
R00906,2026-05-27,P009,1,poor build quality and cheap materials,True,4,Canada
R00907,2025-08-04,P023,5,very durable in daily use,True,2,Germany
R00908,2026-03-21,P016,4,excellent price to performance,True,1,Australia
R00909,2025-11-18,P008,1,stopped working after a few weeks,True,3,United States
R00910,2026-06-20,P002,2,quality is disappointing,True,0,Germany
R00911,2025-12-25,P009,4,excellent build quality,False,0,United Kingdom
R00912,2026-01-26,P019,5,worth every dollar,True,0,United States
R00913,2025-11-05,P026,5,comfortable for long sessions,True,5,United States
R00914,2026-06-30,P021,2,instructions are unclear,True,4,Germany
R00915,2026-01-01,P005,3,does what the listing says,True,6,Germany
R00916,2026-07-07,P018,4,feels premium and reliable,True,0,Canada
R00917,2026-03-01,P010,5,works intuitively,True,2,Germany
R00918,2026-03-11,P020,5,easy to set up and use,True,3,Germany
R00919,2026-01-17,P006,4,feels premium and reliable,True,0,United States
R00920,2026-05-26,P014,2,stopped working after a few weeks,False,3,United States
R00921,2026-01-03,P012,5,has held up really well,True,4,United States
R00922,2026-04-21,P004,5,feels premium and reliable,True,5,United States
R00923,2025-09-12,P024,5,feels premium and reliable,True,1,United Kingdom
R00924,2026-07-02,P012,5,shipping was smooth,True,2,Germany
R00925,2026-05-18,P010,4,arrived early and well packaged,True,2,United Kingdom
R00926,2026-03-09,P024,5,excellent price to performance,True,0,Canada
R00927,2026-06-27,P003,3,does what the listing says,True,1,United States
R00928,2026-02-15,P017,2,simple controls and clear instructions,True,0,United States
R00929,2026-04-20,P021,2,poor build quality and cheap materials,False,5,Germany
R00930,2025-10-01,P019,2,does not fit as described,True,7,United States
R00931,2026-05-04,P021,4,better quality than expected,True,0,United States
R00932,2026-06-23,P006,2,not worth the price,True,1,United States
R00933,2025-11-10,P014,4,arrived early and well packaged,True,1,United Kingdom
R00934,2025-10-08,P013,5,simple controls and clear instructions,True,3,United Kingdom
R00935,2025-08-03,P020,2,fine,True,6,Canada
R00936,2026-02-28,P027,5,great value for the price,True,2,United States
R00937,2026-02-14,P007,2,does not fit as described,True,5,United States
R00938,2025-08-17,P018,5,excellent build quality,True,0,United Kingdom
R00939,2026-05-08,P030,5,excellent build quality,False,0,United States
R00940,2026-05-27,P006,4,fits perfectly and feels comfortable,True,2,United States
R00941,2026-05-19,P005,5,worth every dollar,True,9,United Kingdom
R00942,2026-04-11,P021,4,fits perfectly and feels comfortable,True,3,Germany
R00943,2026-04-01,P027,2,arrived late with damaged packaging,True,3,Germany
R00944,2026-04-20,P024,3,does what the listing says,True,1,United States
R00945,2026-04-29,P016,4,worth every dollar,True,0,United States
R00946,2026-02-03,P008,5,size and fit are exactly right,True,1,United States
R00947,2026-04-10,P019,5,fast delivery with no damage,True,3,Australia
R00948,2026-04-26,P012,5,fast delivery with no damage,True,1,United Kingdom
R00949,2025-12-25,P022,5,shipping was smooth,True,2,United States
R00950,2025-12-02,P024,3,does what the listing says,True,0,United States
R00951,2025-08-01,P003,4,very durable in daily use,True,5,Canada
R00952,2026-03-06,P013,3,acceptable overall with room to improve,False,0,Germany
R00953,2026-07-21,P006,1,does not fit as described,True,0,United States
R00954,2026-07-09,P016,5,excellent build quality,True,1,United Kingdom
R00955,2026-05-13,P015,4,easy to set up and use,True,0,United States
R00956,2026-02-03,P027,4,simple controls and clear instructions,True,1,Australia
R00957,2026-06-25,P007,5,arrived early and well packaged,True,0,United States
R00958,2026-01-21,P011,5,has held up really well,True,7,Germany
R00959,2026-02-25,P012,4,arrived early and well packaged,True,3,United States
R00960,2026-05-01,P028,4,worth every dollar,True,0,United Kingdom
R00961,2026-05-27,P013,5,easy to set up and use,True,2,Canada
R00962,2026-01-14,P020,4,worth every dollar,True,0,United Kingdom
R00963,2025-10-05,P009,5,size and fit are exactly right,True,3,Germany
R00964,2025-11-06,P029,3,broke much sooner than expected,True,7,United States
R00965,2026-01-31,P016,4,worth every dollar,True,7,United States
R00966,2026-02-15,P001,3,works as expected,True,6,United States
R00967,2025-08-11,P027,3,average experience,True,1,Germany
R00968,2026-06-07,P024,5,comfortable for long sessions,True,2,United States
R00969,2026-07-25,P021,3,average experience,False,2,United States
R00970,2026-05-08,P013,5,feels premium and reliable,True,0,United States
R00971,2025-08-17,P027,5,fast delivery with no damage,False,0,Germany
R00972,2026-01-23,P020,4,size and fit are exactly right,True,3,United States
R00973,2025-08-08,P016,3,poor build quality and cheap materials,False,2,United Kingdom
R00974,2025-12-30,P030,5,excellent price to performance,True,1,United Kingdom
R00975,2025-10-20,P030,5,very durable in daily use,True,0,United States
R00976,2025-10-04,P003,5,fits perfectly and feels comfortable,True,0,United Kingdom
R00977,2026-07-18,P010,5,great value for the price,True,0,United States
R00978,2025-08-20,P025,5,simple controls and clear instructions,True,0,Australia
R00979,2026-02-10,P008,5,excellent build quality,True,1,Germany
R00980,2026-07-29,P026,1,not worth the price,True,7,United States
R00981,2026-04-27,P006,4,better quality than expected,True,1,United States
R00982,2026-06-14,P028,3,not worth the price,True,3,Australia
R00983,2025-11-12,P002,4,has held up really well,True,5,United States
R00984,2025-09-26,P029,5,simple controls and clear instructions,True,7,United Kingdom
R00985,2025-12-23,P003,5,comfortable for long sessions,True,1,United Kingdom
R00986,2025-10-28,P024,4,feels premium and reliable,False,3,Australia
R00987,2025-10-03,P028,5,worth every dollar,True,0,United States
R00988,2026-03-02,P024,4,great value for the price,True,2,United States
R00989,2026-06-25,P010,4,still works perfectly after months,True,9,United States
R00990,2026-04-15,P010,2,box arrived crushed,True,6,United States
R00991,2025-11-12,P011,4,fast delivery with no damage,True,9,United States
R00992,2026-03-14,P010,4,excellent build quality,False,1,Canada
R00993,2025-10-13,P009,4,excellent price to performance,True,2,Germany
R00994,2026-03-01,P013,4,better quality than expected,True,5,United States
R00995,2026-07-05,P020,5,works intuitively,True,2,Australia
R00996,2025-12-02,P002,4,still works perfectly after months,True,0,United States
R00997,2025-09-23,P004,4,shipping was smooth,True,0,United Kingdom
R00998,2025-08-03,P025,5,excellent build quality,True,1,United States
R00999,2026-02-19,P004,5,fits perfectly and feels comfortable,True,2,United States
R01000,2026-06-19,P013,5,fits perfectly and feels comfortable,True,0,United States
R01001,2026-06-16,P026,1,not worth the price,True,3,United Kingdom
R01002,2026-04-02,P006,3,does what the listing says,True,8,United Kingdom
R01003,2025-08-09,P016,1,poor build quality and cheap materials,True,2,United Kingdom
R01004,2026-02-10,P007,4,has held up really well,True,4,Germany
R01005,2026-05-02,P024,5,better quality than expected,True,6,United Kingdom
R01006,2026-01-29,P003,4,easy to set up and use,True,1,Australia
R01007,2026-01-17,P010,3,acceptable overall with room to improve,True,0,United States
R01008,2026-01-06,P024,4,arrived early and well packaged,True,1,United States
R01009,2026-01-12,P021,5,simple controls and clear instructions,True,0,United States
R01010,2026-04-16,P030,5,shipping was smooth,True,1,United States
R01011,2026-03-17,P029,5,size and fit are exactly right,True,0,United Kingdom
R01012,2025-12-12,P027,3,does what the listing says,True,5,United States
R01013,2025-12-28,P004,4,very durable in daily use,True,0,Germany
R01014,2025-11-14,P009,5,feels premium and reliable,True,2,United States
R01015,2025-09-04,P020,3,average experience,True,3,Canada
R01016,2025-09-28,P016,5,great value for the price,True,3,United States
R01017,2026-05-21,P026,4,great value for the price,True,9,United States
R01018,2025-12-17,P024,5,works intuitively,True,3,United States
R01019,2026-05-26,P009,4,ok,False,1,United Kingdom
R01020,2026-04-04,P015,5,simple controls and clear instructions,True,5,United Kingdom
R01021,2025-08-06,P025,5,feels premium and reliable,True,2,United States
R01022,2026-07-19,P030,5,great value for the price,True,4,United States
R01023,2025-08-23,P028,2,poor value compared with alternatives,False,1,United States
R01024,2026-02-28,P013,5,size and fit are exactly right,True,1,United States
R01025,2025-11-06,P020,4,still works perfectly after months,True,2,Canada
R01026,2025-11-25,P026,4,size and fit are exactly right,True,5,United States
R01027,2026-07-25,P017,1,confusing setup and difficult controls,True,2,United Kingdom
R01028,2025-10-12,P025,4,feels premium and reliable,True,0,United States
R01029,2026-06-06,P002,4,has held up really well,True,1,United Kingdom
R01030,2025-08-26,P007,5,has held up really well,True,4,United States
R01031,2026-05-16,P022,2,shipping was smooth,True,2,Canada
R01032,2026-04-02,P008,5,arrived early and well packaged,False,2,United States
R01033,2025-10-05,P014,5,size and fit are exactly right,True,1,Germany
R01034,2026-02-08,P027,5,arrived early and well packaged,True,2,Australia
R01035,2026-06-11,P017,3,acceptable overall with room to improve,True,0,United States
R01036,2025-08-31,P030,5,excellent price to performance,True,0,Germany
R01037,2025-12-31,P001,2,quality is disappointing,True,3,United States
R01038,2026-04-16,P003,5,simple controls and clear instructions,True,5,United States
R01039,2025-10-17,P008,5,excellent build quality,True,3,United States
R01040,2025-09-17,P029,5,very durable in daily use,False,0,Canada
R01041,2026-05-08,P006,2,durability is unacceptable,True,4,United States
R01042,2026-04-10,P012,3,acceptable overall with room to improve,True,3,Canada
R01043,2025-11-06,P001,5,fits perfectly and feels comfortable,True,3,Australia
R01044,2026-06-09,P014,4,shipping was smooth,False,2,United Kingdom
R01045,2026-05-22,P018,5,excellent build quality,True,0,Canada
R01046,2025-10-14,P027,4,feels premium and reliable,True,2,United Kingdom
R01047,2025-12-19,P022,5,shipping was smooth,True,2,United States
R01048,2026-06-27,P017,1,overpriced for what it offers,True,2,United Kingdom
R01049,2026-02-17,P030,3,does what the listing says,True,1,United States
R01050,2026-03-12,P012,5,fast delivery with no damage,True,3,Canada
R01051,2026-05-14,P027,2,arrived late with damaged packaging,True,0,United States
R01052,2025-10-08,P010,2,comfortable for long sessions,True,2,United States
R01053,2026-03-30,P027,5,ok,True,4,United States
R01054,2026-01-24,P008,3,average experience,True,1,United States
R01055,2025-12-02,P026,4,works intuitively,True,3,United Kingdom
R01056,2026-06-04,P024,5,easy to set up and use,True,1,Canada
R01057,2025-09-14,P028,4,excellent price to performance,True,7,Australia
R01058,2025-10-19,P026,3,average experience,True,3,Australia
R01059,2026-05-18,P019,3,acceptable overall with room to improve,True,3,Canada
R01060,2025-11-25,P020,1,confusing setup and difficult controls,False,2,Australia
R01061,2026-07-03,P023,5,easy to set up and use,True,7,United Kingdom
R01062,2025-11-24,P026,5,very durable in daily use,True,2,Germany
R01063,2026-01-03,P005,4,great value for the price,True,1,United Kingdom
R01064,2026-05-16,P025,5,easy to set up and use,True,3,Germany
R01065,2025-11-23,P017,2,frustrating to use,True,4,United States
R01066,2026-04-20,P006,3,average experience,True,1,United States
R01067,2025-12-21,P022,5,comfortable for long sessions,True,5,Australia
R01068,2025-11-04,P007,5,arrived early and well packaged,True,4,Canada
R01069,2026-03-22,P007,5,excellent build quality,True,0,United Kingdom
R01070,2026-07-22,P012,5,very durable in daily use,True,7,Germany
R01071,2025-08-07,P005,4,size and fit are exactly right,True,4,United States
R01072,2025-08-02,P007,4,comfortable for long sessions,True,1,United Kingdom
R01073,2026-01-29,P003,2,does not fit as described,True,4,United States
R01074,2026-03-02,P008,5,great value for the price,True,1,United States
R01075,2026-05-17,P005,4,average experience,True,6,United States
R01076,2026-07-13,P020,4,great value for the price,True,4,Germany
R01077,2025-12-27,P006,1,stopped working after a few weeks,True,1,United States
R01078,2025-12-02,P003,1,stopped working after a few weeks,True,0,Australia
R01079,2026-05-24,P021,5,very durable in daily use,True,0,Germany
R01080,2025-09-28,P006,4,easy to set up and use,True,0,United States
R01081,2026-01-14,P028,3,acceptable overall with room to improve,True,2,United Kingdom
R01082,2025-09-07,P026,4,has held up really well,True,2,Canada
R01083,2025-11-20,P002,5,very durable in daily use,True,1,United States
R01084,2025-10-26,P015,4,simple controls and clear instructions,True,2,United Kingdom
R01085,2026-04-25,P021,3,does what the listing says,True,2,United States
R01086,2025-09-21,P014,5,very durable in daily use,True,3,United Kingdom
R01087,2026-03-21,P026,5,comfortable for long sessions,True,3,United States
R01088,2025-11-03,P029,5,arrived early and well packaged,True,3,United States
R01089,2025-12-01,P004,2,fast delivery with no damage,True,1,Canada
R01090,2025-10-08,P015,4,worth every dollar,True,0,United States
R01091,2026-04-10,P016,5,very durable in daily use,True,4,United States
R01092,2025-08-20,P028,4,has held up really well,True,1,United States
R01093,2025-11-01,P030,1,fine,True,1,Canada
R01094,2026-04-13,P005,4,fits perfectly and feels comfortable,True,0,United Kingdom
R01095,2026-06-10,P022,5,shipping was smooth,True,2,Canada
R01096,2026-07-09,P011,4,still works perfectly after months,True,1,Canada
R01097,2026-02-16,P022,3,arrived late with damaged packaging,True,10,Germany
R01098,2025-12-19,P017,3,acceptable overall with room to improve,True,2,United States
R01099,2026-07-08,P015,3,average experience,True,2,United States
R01100,2025-09-18,P021,3,does what the listing says,True,2,United States
R01101,2026-03-19,P013,5,simple controls and clear instructions,True,2,Canada
R01102,2026-03-22,P006,5,very durable in daily use,True,2,United States
R01103,2025-11-14,P018,2,easy to set up and use,True,0,United States
R01104,2025-11-14,P001,5,still works perfectly after months,True,6,United States
R01105,2026-04-11,P017,3,average experience,True,2,United States
R01106,2026-06-15,P017,4,fast delivery with no damage,True,5,United Kingdom
R01107,2025-10-20,P027,5,better quality than expected,True,0,United States
R01108,2026-04-10,P009,2,defective finish out of the box,True,1,United States
R01109,2025-12-02,P018,4,comfortable for long sessions,True,3,Australia
R01110,2026-05-07,P021,3,acceptable overall with room to improve,True,1,United States
R01111,2026-03-11,P008,4,durability is unacceptable,True,2,Germany
R01112,2026-06-19,P011,4,great value for the price,True,1,United States
R01113,2025-12-14,P015,4,comfortable for long sessions,True,1,Australia
R01114,2026-01-02,P006,5,great value for the price,True,1,United States
R01115,2026-04-23,P017,1,frustrating to use,True,2,United Kingdom
R01116,2026-01-04,P010,5,fits perfectly and feels comfortable,True,3,United States
