review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country,text_sentiment,primary_topic,topic_evidence,rating_sentiment,sentiment_mismatch,review_month
R00833,2026-06-18,P028,4,excellent price to performance,True,4,United States,positive,value,1,positive,False,2026-06
R00834,2025-09-06,P025,3,does what the listing says,True,1,United States,neutral,unclassified,0,neutral,False,2025-09
R00835,2025-10-21,P024,5,better quality than expected,True,3,Germany,neutral,quality,1,positive,False,2025-10
R00836,2026-06-09,P010,5,feels premium and reliable,True,1,Germany,positive,unclassified,0,positive,False,2026-06
R00837,2026-04-19,P019,1,uncomfortable and badly sized,True,2,Germany,negative,fit,2,negative,False,2026-04
R00838,2025-12-26,P029,4,fits perfectly and feels comfortable,True,1,United States,positive,fit,2,positive,False,2025-12
R00839,2026-03-21,P027,5,great value for the price,False,1,Germany,positive,value,2,positive,False,2026-03
R00840,2026-02-10,P003,5,worth every dollar,True,4,United States,positive,value,1,positive,False,2026-02
R00841,2026-01-20,P007,1,quality is disappointing,True,0,Germany,negative,quality,1,negative,False,2026-01
R00842,2026-03-11,P002,3,durability is unacceptable,True,2,Canada,negative,unclassified,0,neutral,False,2026-03
R00843,2026-07-19,P029,1,poor build quality and cheap materials,False,2,United States,negative,quality,2,negative,False,2026-07
R00844,2026-05-16,P012,4,size and fit are exactly right,True,3,United States,positive,fit,2,positive,False,2026-05
R00845,2026-06-15,P016,4,fast delivery with no damage,True,3,United Kingdom,positive,delivery,1,positive,False,2026-06
R00846,2025-11-03,P030,4,still works perfectly after months,True,1,Germany,positive,durability,1,positive,False,2025-11
R00847,2026-02-18,P025,3,average experience,True,4,United States,neutral,unclassified,0,neutral,False,2026-02
R00848,2025-11-05,P021,4,fits perfectly and feels comfortable,True,1,United Kingdom,positive,fit,2,positive,False,2025-11
R00849,2026-02-25,P011,5,excellent build quality,True,1,United States,positive,quality,1,positive,False,2026-02
R00850,2025-09-15,P026,4,product received,True,3,United Kingdom,neutral,unclassified,0,positive,False,2025-09
R00851,2026-02-05,P016,5,better quality than expected,True,6,United States,neutral,quality,1,positive,False,2026-02
R00852,2026-02-07,P002,4,still works perfectly after months,True,2,Australia,positive,durability,1,positive,False,2026-02
R00853,2026-05-11,P005,4,fit is too tight,True,2,United States,negative,fit,2,positive,True,2026-05
R00854,2026-05-13,P003,2,instructions are unclear,True,9,Australia,negative,usability,1,negative,False,2026-05
R00855,2026-03-24,P009,2,stopped working after a few weeks,True,1,Germany,negative,durability,2,negative,False,2026-03
R00856,2025-11-11,P021,5,fast delivery with no damage,False,1,Canada,positive,delivery,1,positive,False,2025-11
R00857,2025-10-25,P026,5,comfortable for long sessions,True,7,United States,positive,fit,1,positive,False,2025-10
R00858,2026-07-30,P023,2,arrived early and well packaged,True,4,Australia,positive,delivery,1,negative,True,2026-07
R00859,2026-05-15,P011,3,acceptable overall with room to improve,True,0,United States,neutral,unclassified,0,neutral,False,2026-05
R00860,2026-07-09,P021,4,shipping was smooth,True,1,United States,positive,delivery,1,positive,False,2026-07
R00861,2026-05-20,P013,5,fast delivery with no damage,True,1,United States,positive,delivery,1,positive,False,2026-05
R00862,2025-11-14,P020,2,uncomfortable and badly sized,True,2,United States,negative,fit,2,negative,False,2025-11
R00863,2026-07-29,P022,5,arrived early and well packaged,True,3,Australia,positive,delivery,1,positive,False,2026-07
R00864,2026-05-06,P002,1,stopped working after a few weeks,True,3,Australia,negative,durability,2,negative,False,2026-05
R00865,2025-08-17,P005,5,very durable in daily use,True,1,United States,positive,durability,1,positive,False,2025-08
R00866,2026-02-10,P019,5,comfortable for long sessions,True,3,United States,positive,fit,1,positive,False,2026-02
R00867,2026-07-21,P028,3,acceptable overall with room to improve,True,0,United States,neutral,unclassified,0,neutral,False,2026-07
R00868,2026-05-14,P009,1,quality is disappointing,True,7,United Kingdom,negative,quality,1,negative,False,2026-05
R00869,2025-10-21,P018,3,does what the listing says,True,1,Germany,neutral,unclassified,0,neutral,False,2025-10
R00870,2025-10-17,P008,2,frustrating to use,True,9,Australia,negative,usability,1,negative,False,2025-10
R00871,2026-02-19,P021,5,size and fit are exactly right,False,1,United States,positive,fit,2,positive,False,2026-02
R00872,2025-09-12,P017,4,worth every dollar,True,10,Australia,positive,value,1,positive,False,2025-09
R00873,2025-09-06,P021,2,fine,True,4,United States,neutral,unclassified,0,negative,False,2025-09
R00874,2026-07-06,P011,4,size and fit are exactly right,True,3,United States,positive,fit,2,positive,False,2026-07
R00875,2026-03-16,P009,5,worth every dollar,True,3,Canada,positive,value,1,positive,False,2026-03
R00876,2025-10-27,P017,4,works intuitively,True,2,United States,positive,usability,1,positive,False,2025-10
R00877,2025-08-06,P025,2,poor value compared with alternatives,True,1,United States,negative,value,1,negative,False,2025-08
R00878,2026-02-18,P020,4,has held up really well,True,4,United States,neutral,unclassified,0,positive,False,2026-02
R00879,2025-10-09,P008,5,feels premium and reliable,True,0,Germany,positive,unclassified,0,positive,False,2025-10
R00880,2026-01-23,P013,5,fast delivery with no damage,True,2,United States,positive,delivery,1,positive,False,2026-01
R00881,2025-12-25,P024,4,very durable in daily use,True,2,United States,positive,durability,1,positive,False,2025-12
R00882,2025-10-12,P021,5,works intuitively,True,7,United States,positive,usability,1,positive,False,2025-10
R00883,2025-08-04,P004,2,excellent build quality,True,0,Germany,positive,quality,1,negative,True,2025-08
R00884,2025-10-14,P013,4,fits perfectly and feels comfortable,True,2,United States,positive,fit,2,positive,False,2025-10
R00885,2026-03-22,P021,4,arrived early and well packaged,True,1,Australia,positive,delivery,1,positive,False,2026-03
R00886,2026-07-28,P007,5,excellent price to performance,True,4,United States,positive,value,1,positive,False,2026-07
R00887,2026-03-15,P017,3,works as expected,True,1,Canada,neutral,unclassified,0,neutral,False,2026-03
R00888,2026-03-11,P018,5,worth every dollar,True,2,United States,positive,value,1,positive,False,2026-03
R00889,2026-04-14,P024,5,fast delivery with no damage,True,3,United States,positive,delivery,1,positive,False,2026-04
R00890,2026-03-16,P019,4,shipping was smooth,True,1,United Kingdom,positive,delivery,1,positive,False,2026-03
R00891,2025-08-10,P009,3,works as expected,True,0,United States,neutral,unclassified,0,neutral,False,2025-08
R00892,2026-04-07,P013,1,delivery took far too long,True,1,United States,neutral,delivery,1,negative,False,2026-04
R00893,2026-02-13,P022,4,very durable in daily use,True,1,United States,positive,durability,1,positive,False,2026-02
R00894,2025-11-11,P016,3,acceptable overall with room to improve,True,1,United States,neutral,unclassified,0,neutral,False,2025-11
R00895,2025-09-30,P006,1,durability is unacceptable,True,1,United States,negative,unclassified,0,negative,False,2025-09
R00896,2025-11-10,P030,1,box arrived crushed,True,0,United States,negative,delivery,2,negative,False,2025-11
R00897,2025-10-26,P025,3,does what the listing says,True,2,United States,neutral,unclassified,0,neutral,False,2025-10
R00898,2025-08-25,P027,3,acceptable overall with room to improve,True,2,United States,neutral,unclassified,0,neutral,False,2025-08
R00899,2026-01-09,P014,4,great value for the price,True,2,Canada,positive,value,2,positive,False,2026-01
R00900,2025-12-18,P015,5,comfortable for long sessions,True,0,United States,positive,fit,1,positive,False,2025-12
R00901,2026-07-16,P017,3,acceptable overall with room to improve,True,5,United Kingdom,neutral,unclassified,0,neutral,False,2026-07
R00902,2026-02-13,P013,4,very durable in daily use,True,0,United States,positive,durability,1,positive,False,2026-02
R00903,2026-06-17,P017,3,instructions are unclear,True,2,United States,negative,usability,1,neutral,False,2026-06
R00904,2026-01-07,P010,2,frustrating to use,True,5,United Kingdom,negative,usability,1,negative,False,2026-01
R00905,2025-12-27,P018,4,fast delivery with no damage,True,8,Canada,positive,delivery,1,positive,False,2025-12
R00906,2026-05-27,P009,1,poor build quality and cheap materials,True,4,Canada,negative,quality,2,negative,False,2026-05
R00907,2025-08-04,P023,5,very durable in daily use,True,2,Germany,positive,durability,1,positive,False,2025-08
R00908,2026-03-21,P016,4,excellent price to performance,True,1,Australia,positive,value,1,positive,False,2026-03
R00909,2025-11-18,P008,1,stopped working after a few weeks,True,3,United States,negative,durability,2,negative,False,2025-11
R00910,2026-06-20,P002,2,quality is disappointing,True,0,Germany,negative,quality,1,negative,False,2026-06
R00911,2025-12-25,P009,4,excellent build quality,False,0,United Kingdom,positive,quality,1,positive,False,2025-12
R00912,2026-01-26,P019,5,worth every dollar,True,0,United States,positive,value,1,positive,False,2026-01
R00913,2025-11-05,P026,5,comfortable for long sessions,True,5,United States,positive,fit,1,positive,False,2025-11
R00914,2026-06-30,P021,2,instructions are unclear,True,4,Germany,negative,usability,1,negative,False,2026-06
R00915,2026-01-01,P005,3,does what the listing says,True,6,Germany,neutral,unclassified,0,neutral,False,2026-01
R00916,2026-07-07,P018,4,feels premium and reliable,True,0,Canada,positive,unclassified,0,positive,False,2026-07
R00917,2026-03-01,P010,5,works intuitively,True,2,Germany,positive,usability,1,positive,False,2026-03
R00918,2026-03-11,P020,5,easy to set up and use,True,3,Germany,positive,usability,1,positive,False,2026-03
R00919,2026-01-17,P006,4,feels premium and reliable,True,0,United States,positive,unclassified,0,positive,False,2026-01
R00920,2026-05-26,P014,2,stopped working after a few weeks,False,3,United States,negative,durability,2,negative,False,2026-05
R00921,2026-01-03,P012,5,has held up really well,True,4,United States,neutral,unclassified,0,positive,False,2026-01
R00922,2026-04-21,P004,5,feels premium and reliable,True,5,United States,positive,unclassified,0,positive,False,2026-04
R00923,2025-09-12,P024,5,feels premium and reliable,True,1,United Kingdom,positive,unclassified,0,positive,False,2025-09
R00924,2026-07-02,P012,5,shipping was smooth,True,2,Germany,positive,delivery,1,positive,False,2026-07
R00925,2026-05-18,P010,4,arrived early and well packaged,True,2,United Kingdom,positive,delivery,1,positive,False,2026-05
R00926,2026-03-09,P024,5,excellent price to performance,True,0,Canada,positive,value,1,positive,False,2026-03
R00927,2026-06-27,P003,3,does what the listing says,True,1,United States,neutral,unclassified,0,neutral,False,2026-06
R00928,2026-02-15,P017,2,simple controls and clear instructions,True,0,United States,positive,usability,2,negative,True,2026-02
R00929,2026-04-20,P021,2,poor build quality and cheap materials,False,5,Germany,negative,quality,2,negative,False,2026-04
R00930,2025-10-01,P019,2,does not fit as described,True,7,United States,negative,fit,1,negative,False,2025-10
R00931,2026-05-04,P021,4,better quality than expected,True,0,United States,neutral,quality,1,positive,False,2026-05
R00932,2026-06-23,P006,2,not worth the price,True,1,United States,neutral,value,2,negative,False,2026-06
R00933,2025-11-10,P014,4,arrived early and well packaged,True,1,United Kingdom,positive,delivery,1,positive,False,2025-11
R00934,2025-10-08,P013,5,simple controls and clear instructions,True,3,United Kingdom,positive,usability,2,positive,False,2025-10
R00935,2025-08-03,P020,2,fine,True,6,Canada,neutral,unclassified,0,negative,False,2025-08
R00936,2026-02-28,P027,5,great value for the price,True,2,United States,positive,value,2,positive,False,2026-02
R00937,2026-02-14,P007,2,does not fit as described,True,5,United States,negative,fit,1,negative,False,2026-02
R00938,2025-08-17,P018,5,excellent build quality,True,0,United Kingdom,positive,quality,1,positive,False,2025-08
R00939,2026-05-08,P030,5,excellent build quality,False,0,United States,positive,quality,1,positive,False,2026-05
R00940,2026-05-27,P006,4,fits perfectly and feels comfortable,True,2,United States,positive,fit,2,positive,False,2026-05
R00941,2026-05-19,P005,5,worth every dollar,True,9,United Kingdom,positive,value,1,positive,False,2026-05
R00942,2026-04-11,P021,4,fits perfectly and feels comfortable,True,3,Germany,positive,fit,2,positive,False,2026-04
R00943,2026-04-01,P027,2,arrived late with damaged packaging,True,3,Germany,negative,delivery,2,negative,False,2026-04
R00944,2026-04-20,P024,3,does what the listing says,True,1,United States,neutral,unclassified,0,neutral,False,2026-04
R00945,2026-04-29,P016,4,worth every dollar,True,0,United States,positive,value,1,positive,False,2026-04
R00946,2026-02-03,P008,5,size and fit are exactly right,True,1,United States,positive,fit,2,positive,False,2026-02
R00947,2026-04-10,P019,5,fast delivery with no damage,True,3,Australia,positive,delivery,1,positive,False,2026-04
R00948,2026-04-26,P012,5,fast delivery with no damage,True,1,United Kingdom,positive,delivery,1,positive,False,2026-04
R00949,2025-12-25,P022,5,shipping was smooth,True,2,United States,positive,delivery,1,positive,False,2025-12
R00950,2025-12-02,P024,3,does what the listing says,True,0,United States,neutral,unclassified,0,neutral,False,2025-12
R00951,2025-08-01,P003,4,very durable in daily use,True,5,Canada,positive,durability,1,positive,False,2025-08
R00952,2026-03-06,P013,3,acceptable overall with room to improve,False,0,Germany,neutral,unclassified,0,neutral,False,2026-03
R00953,2026-07-21,P006,1,does not fit as described,True,0,United States,negative,fit,1,negative,False,2026-07
R00954,2026-07-09,P016,5,excellent build quality,True,1,United Kingdom,positive,quality,1,positive,False,2026-07
R00955,2026-05-13,P015,4,easy to set up and use,True,0,United States,positive,usability,1,positive,False,2026-05
R00956,2026-02-03,P027,4,simple controls and clear instructions,True,1,Australia,positive,usability,2,positive,False,2026-02
R00957,2026-06-25,P007,5,arrived early and well packaged,True,0,United States,positive,delivery,1,positive,False,2026-06
R00958,2026-01-21,P011,5,has held up really well,True,7,Germany,neutral,unclassified,0,positive,False,2026-01
R00959,2026-02-25,P012,4,arrived early and well packaged,True,3,United States,positive,delivery,1,positive,False,2026-02
R00960,2026-05-01,P028,4,worth every dollar,True,0,United Kingdom,positive,value,1,positive,False,2026-05
R00961,2026-05-27,P013,5,easy to set up and use,True,2,Canada,positive,usability,1,positive,False,2026-05
R00962,2026-01-14,P020,4,worth every dollar,True,0,United Kingdom,positive,value,1,positive,False,2026-01
R00963,2025-10-05,P009,5,size and fit are exactly right,True,3,Germany,positive,fit,2,positive,False,2025-10
R00964,2025-11-06,P029,3,broke much sooner than expected,True,7,United States,negative,durability,1,neutral,False,2025-11
R00965,2026-01-31,P016,4,worth every dollar,True,7,United States,positive,value,1,positive,False,2026-01
R00966,2026-02-15,P001,3,works as expected,True,6,United States,neutral,unclassified,0,neutral,False,2026-02
R00967,2025-08-11,P027,3,average experience,True,1,Germany,neutral,unclassified,0,neutral,False,2025-08
R00968,2026-06-07,P024,5,comfortable for long sessions,True,2,United States,positive,fit,1,positive,False,2026-06
R00969,2026-07-25,P021,3,average experience,False,2,United States,neutral,unclassified,0,neutral,False,2026-07
R00970,2026-05-08,P013,5,feels premium and reliable,True,0,United States,positive,unclassified,0,positive,False,2026-05
R00971,2025-08-17,P027,5,fast delivery with no damage,False,0,Germany,positive,delivery,1,positive,False,2025-08
R00972,2026-01-23,P020,4,size and fit are exactly right,True,3,United States,positive,fit,2,positive,False,2026-01
R00973,2025-08-08,P016,3,poor build quality and cheap materials,False,2,United Kingdom,negative,quality,2,neutral,False,2025-08
R00974,2025-12-30,P030,5,excellent price to performance,True,1,United Kingdom,positive,value,1,positive,False,2025-12
R00975,2025-10-20,P030,5,very durable in daily use,True,0,United States,positive,durability,1,positive,False,2025-10
R00976,2025-10-04,P003,5,fits perfectly and feels comfortable,True,0,United Kingdom,positive,fit,2,positive,False,2025-10
R00977,2026-07-18,P010,5,great value for the price,True,0,United States,positive,value,2,positive,False,2026-07
R00978,2025-08-20,P025,5,simple controls and clear instructions,True,0,Australia,positive,usability,2,positive,False,2025-08
R00979,2026-02-10,P008,5,excellent build quality,True,1,Germany,positive,quality,1,positive,False,2026-02
R00980,2026-07-29,P026,1,not worth the price,True,7,United States,neutral,value,2,negative,False,2026-07
R00981,2026-04-27,P006,4,better quality than expected,True,1,United States,neutral,quality,1,positive,False,2026-04
R00982,2026-06-14,P028,3,not worth the price,True,3,Australia,neutral,value,2,neutral,False,2026-06
R00983,2025-11-12,P002,4,has held up really well,True,5,United States,neutral,unclassified,0,positive,False,2025-11
R00984,2025-09-26,P029,5,simple controls and clear instructions,True,7,United Kingdom,positive,usability,2,positive,False,2025-09
R00985,2025-12-23,P003,5,comfortable for long sessions,True,1,United Kingdom,positive,fit,1,positive,False,2025-12
R00986,2025-10-28,P024,4,feels premium and reliable,False,3,Australia,positive,unclassified,0,positive,False,2025-10
R00987,2025-10-03,P028,5,worth every dollar,True,0,United States,positive,value,1,positive,False,2025-10
R00988,2026-03-02,P024,4,great value for the price,True,2,United States,positive,value,2,positive,False,2026-03
R00989,2026-06-25,P010,4,still works perfectly after months,True,9,United States,positive,durability,1,positive,False,2026-06
R00990,2026-04-15,P010,2,box arrived crushed,True,6,United States,negative,delivery,2,negative,False,2026-04
R00991,2025-11-12,P011,4,fast delivery with no damage,True,9,United States,positive,delivery,1,positive,False,2025-11
R00992,2026-03-14,P010,4,excellent build quality,False,1,Canada,positive,quality,1,positive,False,2026-03
R00993,2025-10-13,P009,4,excellent price to performance,True,2,Germany,positive,value,1,positive,False,2025-10
R00994,2026-03-01,P013,4,better quality than expected,True,5,United States,neutral,quality,1,positive,False,2026-03
R00995,2026-07-05,P020,5,works intuitively,True,2,Australia,positive,usability,1,positive,False,2026-07
R00996,2025-12-02,P002,4,still works perfectly after months,True,0,United States,positive,durability,1,positive,False,2025-12
R00997,2025-09-23,P004,4,shipping was smooth,True,0,United Kingdom,positive,delivery,1,positive,False,2025-09
R00998,2025-08-03,P025,5,excellent build quality,True,1,United States,positive,quality,1,positive,False,2025-08
R00999,2026-02-19,P004,5,fits perfectly and feels comfortable,True,2,United States,positive,fit,2,positive,False,2026-02
R01000,2026-06-19,P013,5,fits perfectly and feels comfortable,True,0,United States,positive,fit,2,positive,False,2026-06
R01001,2026-06-16,P026,1,not worth the price,True,3,United Kingdom,neutral,value,2,negative,False,2026-06
R01002,2026-04-02,P006,3,does what the listing says,True,8,United Kingdom,neutral,unclassified,0,neutral,False,2026-04
R01003,2025-08-09,P016,1,poor build quality and cheap materials,True,2,United Kingdom,negative,quality,2,negative,False,2025-08
R01004,2026-02-10,P007,4,has held up really well,True,4,Germany,neutral,unclassified,0,positive,False,2026-02
R01005,2026-05-02,P024,5,better quality than expected,True,6,United Kingdom,neutral,quality,1,positive,False,2026-05
R01006,2026-01-29,P003,4,easy to set up and use,True,1,Australia,positive,usability,1,positive,False,2026-01
R01007,2026-01-17,P010,3,acceptable overall with room to improve,True,0,United States,neutral,unclassified,0,neutral,False,2026-01
R01008,2026-01-06,P024,4,arrived early and well packaged,True,1,United States,positive,delivery,1,positive,False,2026-01
R01009,2026-01-12,P021,5,simple controls and clear instructions,True,0,United States,positive,usability,2,positive,False,2026-01
R01010,2026-04-16,P030,5,shipping was smooth,True,1,United States,positive,delivery,1,positive,False,2026-04
R01011,2026-03-17,P029,5,size and fit are exactly right,True,0,United Kingdom,positive,fit,2,positive,False,2026-03
R01012,2025-12-12,P027,3,does what the listing says,True,5,United States,neutral,unclassified,0,neutral,False,2025-12
R01013,2025-12-28,P004,4,very durable in daily use,True,0,Germany,positive,durability,1,positive,False,2025-12
R01014,2025-11-14,P009,5,feels premium and reliable,True,2,United States,positive,unclassified,0,positive,False,2025-11
R01015,2025-09-04,P020,3,average experience,True,3,Canada,neutral,unclassified,0,neutral,False,2025-09
R01016,2025-09-28,P016,5,great value for the price,True,3,United States,positive,value,2,positive,False,2025-09
R01017,2026-05-21,P026,4,great value for the price,True,9,United States,positive,value,2,positive,False,2026-05
R01018,2025-12-17,P024,5,works intuitively,True,3,United States,positive,usability,1,positive,False,2025-12
R01019,2026-05-26,P009,4,ok,False,1,United Kingdom,neutral,unclassified,0,positive,False,2026-05
R01020,2026-04-04,P015,5,simple controls and clear instructions,True,5,United Kingdom,positive,usability,2,positive,False,2026-04
R01021,2025-08-06,P025,5,feels premium and reliable,True,2,United States,positive,unclassified,0,positive,False,2025-08
R01022,2026-07-19,P030,5,great value for the price,True,4,United States,positive,value,2,positive,False,2026-07
R01023,2025-08-23,P028,2,poor value compared with alternatives,False,1,United States,negative,value,1,negative,False,2025-08
R01024,2026-02-28,P013,5,size and fit are exactly right,True,1,United States,positive,fit,2,positive,False,2026-02
R01025,2025-11-06,P020,4,still works perfectly after months,True,2,Canada,positive,durability,1,positive,False,2025-11
R01026,2025-11-25,P026,4,size and fit are exactly right,True,5,United States,positive,fit,2,positive,False,2025-11
R01027,2026-07-25,P017,1,confusing setup and difficult controls,True,2,United Kingdom,negative,usability,2,negative,False,2026-07
R01028,2025-10-12,P025,4,feels premium and reliable,True,0,United States,positive,unclassified,0,positive,False,2025-10
R01029,2026-06-06,P002,4,has held up really well,True,1,United Kingdom,neutral,unclassified,0,positive,False,2026-06
R01030,2025-08-26,P007,5,has held up really well,True,4,United States,neutral,unclassified,0,positive,False,2025-08
R01031,2026-05-16,P022,2,shipping was smooth,True,2,Canada,positive,delivery,1,negative,True,2026-05
R01032,2026-04-02,P008,5,arrived early and well packaged,False,2,United States,positive,delivery,1,positive,False,2026-04
R01033,2025-10-05,P014,5,size and fit are exactly right,True,1,Germany,positive,fit,2,positive,False,2025-10
R01034,2026-02-08,P027,5,arrived early and well packaged,True,2,Australia,positive,delivery,1,positive,False,2026-02
R01035,2026-06-11,P017,3,acceptable overall with room to improve,True,0,United States,neutral,unclassified,0,neutral,False,2026-06
R01036,2025-08-31,P030,5,excellent price to performance,True,0,Germany,positive,value,1,positive,False,2025-08
R01037,2025-12-31,P001,2,quality is disappointing,True,3,United States,negative,quality,1,negative,False,2025-12
R01038,2026-04-16,P003,5,simple controls and clear instructions,True,5,United States,positive,usability,2,positive,False,2026-04
R01039,2025-10-17,P008,5,excellent build quality,True,3,United States,positive,quality,1,positive,False,2025-10
R01040,2025-09-17,P029,5,very durable in daily use,False,0,Canada,positive,durability,1,positive,False,2025-09
R01041,2026-05-08,P006,2,durability is unacceptable,True,4,United States,negative,unclassified,0,negative,False,2026-05
R01042,2026-04-10,P012,3,acceptable overall with room to improve,True,3,Canada,neutral,unclassified,0,neutral,False,2026-04
R01043,2025-11-06,P001,5,fits perfectly and feels comfortable,True,3,Australia,positive,fit,2,positive,False,2025-11
R01044,2026-06-09,P014,4,shipping was smooth,False,2,United Kingdom,positive,delivery,1,positive,False,2026-06
R01045,2026-05-22,P018,5,excellent build quality,True,0,Canada,positive,quality,1,positive,False,2026-05
R01046,2025-10-14,P027,4,feels premium and reliable,True,2,United Kingdom,positive,unclassified,0,positive,False,2025-10
R01047,2025-12-19,P022,5,shipping was smooth,True,2,United States,positive,delivery,1,positive,False,2025-12
R01048,2026-06-27,P017,1,overpriced for what it offers,True,2,United Kingdom,negative,value,2,negative,False,2026-06
R01049,2026-02-17,P030,3,does what the listing says,True,1,United States,neutral,unclassified,0,neutral,False,2026-02
R01050,2026-03-12,P012,5,fast delivery with no damage,True,3,Canada,positive,delivery,1,positive,False,2026-03
R01051,2026-05-14,P027,2,arrived late with damaged packaging,True,0,United States,negative,delivery,2,negative,False,2026-05
R01052,2025-10-08,P010,2,comfortable for long sessions,True,2,United States,positive,fit,1,negative,True,2025-10
R01053,2026-03-30,P027,5,ok,True,4,United States,neutral,unclassified,0,positive,False,2026-03
R01054,2026-01-24,P008,3,average experience,True,1,United States,neutral,unclassified,0,neutral,False,2026-01
R01055,2025-12-02,P026,4,works intuitively,True,3,United Kingdom,positive,usability,1,positive,False,2025-12
R01056,2026-06-04,P024,5,easy to set up and use,True,1,Canada,positive,usability,1,positive,False,2026-06
R01057,2025-09-14,P028,4,excellent price to performance,True,7,Australia,positive,value,1,positive,False,2025-09
R01058,2025-10-19,P026,3,average experience,True,3,Australia,neutral,unclassified,0,neutral,False,2025-10
R01059,2026-05-18,P019,3,acceptable overall with room to improve,True,3,Canada,neutral,unclassified,0,neutral,False,2026-05
R01060,2025-11-25,P020,1,confusing setup and difficult controls,False,2,Australia,negative,usability,2,negative,False,2025-11
R01061,2026-07-03,P023,5,easy to set up and use,True,7,United Kingdom,positive,usability,1,positive,False,2026-07
R01062,2025-11-24,P026,5,very durable in daily use,True,2,Germany,positive,durability,1,positive,False,2025-11
R01063,2026-01-03,P005,4,great value for the price,True,1,United Kingdom,positive,value,2,positive,False,2026-01
R01064,2026-05-16,P025,5,easy to set up and use,True,3,Germany,positive,usability,1,positive,False,2026-05
R01065,2025-11-23,P017,2,frustrating to use,True,4,United States,negative,usability,1,negative,False,2025-11
R01066,2026-04-20,P006,3,average experience,True,1,United States,neutral,unclassified,0,neutral,False,2026-04
R01067,2025-12-21,P022,5,comfortable for long sessions,True,5,Australia,positive,fit,1,positive,False,2025-12
R01068,2025-11-04,P007,5,arrived early and well packaged,True,4,Canada,positive,delivery,1,positive,False,2025-11
R01069,2026-03-22,P007,5,excellent build quality,True,0,United Kingdom,positive,quality,1,positive,False,2026-03
R01070,2026-07-22,P012,5,very durable in daily use,True,7,Germany,positive,durability,1,positive,False,2026-07
R01071,2025-08-07,P005,4,size and fit are exactly right,True,4,United States,positive,fit,2,positive,False,2025-08
R01072,2025-08-02,P007,4,comfortable for long sessions,True,1,United Kingdom,positive,fit,1,positive,False,2025-08
R01073,2026-01-29,P003,2,does not fit as described,True,4,United States,negative,fit,1,negative,False,2026-01
R01074,2026-03-02,P008,5,great value for the price,True,1,United States,positive,value,2,positive,False,2026-03
R01075,2026-05-17,P005,4,average experience,True,6,United States,neutral,unclassified,0,positive,False,2026-05
R01076,2026-07-13,P020,4,great value for the price,True,4,Germany,positive,value,2,positive,False,2026-07
R01077,2025-12-27,P006,1,stopped working after a few weeks,True,1,United States,negative,durability,2,negative,False,2025-12
R01078,2025-12-02,P003,1,stopped working after a few weeks,True,0,Australia,negative,durability,2,negative,False,2025-12
R01079,2026-05-24,P021,5,very durable in daily use,True,0,Germany,positive,durability,1,positive,False,2026-05
R01080,2025-09-28,P006,4,easy to set up and use,True,0,United States,positive,usability,1,positive,False,2025-09
R01081,2026-01-14,P028,3,acceptable overall with room to improve,True,2,United Kingdom,neutral,unclassified,0,neutral,False,2026-01
R01082,2025-09-07,P026,4,has held up really well,True,2,Canada,neutral,unclassified,0,positive,False,2025-09
R01083,2025-11-20,P002,5,very durable in daily use,True,1,United States,positive,durability,1,positive,False,2025-11
R01084,2025-10-26,P015,4,simple controls and clear instructions,True,2,United Kingdom,positive,usability,2,positive,False,2025-10
R01085,2026-04-25,P021,3,does what the listing says,True,2,United States,neutral,unclassified,0,neutral,False,2026-04
R01086,2025-09-21,P014,5,very durable in daily use,True,3,United Kingdom,positive,durability,1,positive,False,2025-09
R01087,2026-03-21,P026,5,comfortable for long sessions,True,3,United States,positive,fit,1,positive,False,2026-03
R01088,2025-11-03,P029,5,arrived early and well packaged,True,3,United States,positive,delivery,1,positive,False,2025-11
R01089,2025-12-01,P004,2,fast delivery with no damage,True,1,Canada,positive,delivery,1,negative,True,2025-12
R01090,2025-10-08,P015,4,worth every dollar,True,0,United States,positive,value,1,positive,False,2025-10
R01091,2026-04-10,P016,5,very durable in daily use,True,4,United States,positive,durability,1,positive,False,2026-04
R01092,2025-08-20,P028,4,has held up really well,True,1,United States,neutral,unclassified,0,positive,False,2025-08
R01093,2025-11-01,P030,1,fine,True,1,Canada,neutral,unclassified,0,negative,False,2025-11
R01094,2026-04-13,P005,4,fits perfectly and feels comfortable,True,0,United Kingdom,positive,fit,2,positive,False,2026-04
R01095,2026-06-10,P022,5,shipping was smooth,True,2,Canada,positive,delivery,1,positive,False,2026-06
R01096,2026-07-09,P011,4,still works perfectly after months,True,1,Canada,positive,durability,1,positive,False,2026-07
R01097,2026-02-16,P022,3,arrived late with damaged packaging,True,10,Germany,negative,delivery,2,neutral,False,2026-02
R01098,2025-12-19,P017,3,acceptable overall with room to improve,True,2,United States,neutral,unclassified,0,neutral,False,2025-12
R01099,2026-07-08,P015,3,average experience,True,2,United States,neutral,unclassified,0,neutral,False,2026-07
R01100,2025-09-18,P021,3,does what the listing says,True,2,United States,neutral,unclassified,0,neutral,False,2025-09
R01101,2026-03-19,P013,5,simple controls and clear instructions,True,2,Canada,positive,usability,2,positive,False,2026-03
R01102,2026-03-22,P006,5,very durable in daily use,True,2,United States,positive,durability,1,positive,False,2026-03
