LineID,OrderID,OrderDate,CustomerID,CustomerName,Segment,CustomerCity,CustomerCountry,ProductID,ProductName,Category,Brand,StoreID,StoreName,StoreCity,StoreCountry,Channel,Quantity,DiscountPct,SalesAmount,CostAmount,ProfitAmount
134,ORD-0089,2026-01-10,C168,Customer 168,Small Business,Istanbul,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,595,315,280
135,ORD-0090,2026-02-14,C136,Customer 136,Consumer,Ankara,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,595,315,280
136,ORD-0091,2026-04-28,C123,Customer 123,Corporate,Bursa,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0,75,36,39
137,ORD-0092,2026-07-31,C122,Customer 122,Consumer,Antalya,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0.1,224.1,145,79.1
138,ORD-0092,2026-07-31,C122,Customer 122,Consumer,Antalya,Türkiye,P003,USB-C Hub,Accessories,Connectix,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0,220,112,108
139,ORD-0092,2026-07-31,C122,Customer 122,Consumer,Antalya,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0.1,132.3,66,66.3
140,ORD-0093,2026-01-21,C167,Customer 167,Consumer,Ankara,Türkiye,P003,USB-C Hub,Accessories,Connectix,S04,Online Türkiye,Türkiye,Türkiye,Online,4,0.1,198.0,112,86.0
141,ORD-0094,2026-01-29,C179,Customer 179,Corporate,Ankara,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0,98,44,54
142,ORD-0095,2026-06-19,C104,Customer 104,Small Business,Istanbul,Türkiye,P008,Desk Lamp,Office,BrightCo,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0.15,38.25,20,18.25
143,ORD-0096,2026-07-23,C163,Customer 163,Corporate,Izmir,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0.1,270.0,144,126.0
144,ORD-0097,2026-06-13,C028,Customer 028,Small Business,Istanbul,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0,1095,575,520
145,ORD-0098,2026-05-01,C128,Customer 128,Consumer,Antalya,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0,75,36,39
146,ORD-0099,2026-02-22,C074,Customer 074,Consumer,Istanbul,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,375,180,195
147,ORD-0100,2026-04-19,C039,Customer 039,Small Business,Ankara,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0.05,213.75,108,105.75
148,ORD-0101,2026-04-23,C107,Customer 107,Small Business,Izmir,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0,417,234,183
149,ORD-0101,2026-04-23,C107,Customer 107,Small Business,Izmir,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0.15,83.3,44,39.3
150,ORD-0102,2026-07-18,C108,Customer 108,Small Business,Antalya,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0.1,125.1,78,47.1
151,ORD-0103,2026-06-27,C114,Customer 114,Corporate,Antalya,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0.05,300.2,168,132.2
152,ORD-0104,2026-05-22,C099,Customer 099,Consumer,Ankara,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0.05,213.75,108,105.75
153,ORD-0105,2026-04-12,C152,Customer 152,Small Business,Istanbul,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.1,250.2,156,94.2
154,ORD-0106,2026-06-03,C174,Customer 174,Consumer,Antalya,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0,1095,575,520
155,ORD-0107,2026-05-02,C024,Customer 024,Corporate,Izmir,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0.05,186.2,88,98.2
156,ORD-0108,2026-07-07,C149,Customer 149,Small Business,Ankara,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0,196,88,108
157,ORD-0109,2026-04-09,C044,Customer 044,Corporate,Antalya,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0.05,1182.75,725,457.75
158,ORD-0109,2026-04-09,C044,Customer 044,Corporate,Antalya,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0.15,354.45,234,120.45
159,ORD-0109,2026-04-09,C044,Customer 044,Corporate,Antalya,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0.05,71.25,36,35.25
160,ORD-0110,2026-02-01,C074,Customer 074,Consumer,Istanbul,Türkiye,P003,USB-C Hub,Accessories,Connectix,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.05,104.5,56,48.5
161,ORD-0111,2026-07-05,C025,Customer 025,Corporate,Izmir,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0.1,176.4,88,88.4
162,ORD-0112,2026-04-20,C160,Customer 160,Consumer,Ankara,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0,996,580,416
163,ORD-0113,2026-03-13,C067,Customer 067,Corporate,Bursa,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0.05,225.15,126,99.15
164,ORD-0114,2026-03-24,C074,Customer 074,Consumer,Istanbul,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0.15,1058.25,725,333.25
165,ORD-0115,2026-02-28,C165,Customer 165,Corporate,Ankara,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0,150,72,78
166,ORD-0116,2026-04-28,C007,Customer 007,Corporate,Ankara,Türkiye,P003,USB-C Hub,Accessories,Connectix,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0,55,28,27
167,ORD-0117,2026-04-24,C024,Customer 024,Corporate,Izmir,Türkiye,P008,Desk Lamp,Office,BrightCo,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0.05,85.5,40,45.5
168,ORD-0118,2026-05-21,C169,Customer 169,Small Business,Ankara,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0.15,63.75,36,27.75
169,ORD-0119,2026-04-16,C102,Customer 102,Corporate,Istanbul,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,4,0,300,144,156
170,ORD-0120,2026-06-18,C110,Customer 110,Small Business,Istanbul,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,3,0,747,435,312
171,ORD-0121,2026-02-18,C062,Customer 062,Small Business,Istanbul,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,1245,725,520
172,ORD-0122,2026-07-13,C161,Customer 161,Corporate,Izmir,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0.1,153.0,90,63.0
173,ORD-0123,2026-06-17,C008,Customer 008,Consumer,Ankara,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0,357,189,168
174,ORD-0124,2026-06-08,C062,Customer 062,Small Business,Istanbul,Türkiye,P007,Webcam Pro,Video,VisionLab,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0.1,240.3,132,108.3
175,ORD-0125,2026-05-29,C022,Customer 022,Corporate,Bursa,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0.05,71.25,36,35.25
176,ORD-0125,2026-05-29,C022,Customer 022,Corporate,Bursa,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0.15,208.25,110,98.25
177,ORD-0126,2026-05-31,C062,Customer 062,Small Business,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0.05,64.6,36,28.6
178,ORD-0126,2026-05-31,C062,Customer 062,Small Business,Istanbul,Türkiye,P012,4K Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0,798,450,348
179,ORD-0127,2026-05-11,C084,Customer 084,Consumer,Istanbul,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0.05,565.25,315,250.25
180,ORD-0127,2026-05-11,C084,Customer 084,Consumer,Istanbul,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0,357,189,168
181,ORD-0128,2026-06-16,C174,Customer 174,Consumer,Antalya,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0.1,535.5,315,220.5
182,ORD-0129,2026-02-07,C109,Customer 109,Consumer,Izmir,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0.15,372.3,230,142.3
183,ORD-0130,2026-06-04,C014,Customer 014,Small Business,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0,136,72,64
184,ORD-0130,2026-06-04,C014,Customer 014,Small Business,Istanbul,Türkiye,P012,4K Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0,1995,1125,870
185,ORD-0131,2026-04-07,C087,Customer 087,Small Business,Izmir,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,170,90,80
186,ORD-0131,2026-04-07,C087,Customer 087,Small Business,Izmir,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0,476,252,224
187,ORD-0131,2026-04-07,C087,Customer 087,Small Business,Izmir,Türkiye,P003,USB-C Hub,Accessories,Connectix,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0,110,56,54
188,ORD-0132,2026-02-13,C169,Customer 169,Small Business,Ankara,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0.15,268.6,168,100.6
189,ORD-0133,2026-06-18,C134,Customer 134,Consumer,Izmir,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0,102,54,48
190,ORD-0134,2026-06-22,C098,Customer 098,Consumer,Antalya,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0,49,22,27
191,ORD-0134,2026-06-22,C098,Customer 098,Consumer,Antalya,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,4,0,876,460,416
192,ORD-0134,2026-06-22,C098,Customer 098,Consumer,Antalya,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0,747,435,312
193,ORD-0135,2026-02-14,C164,Customer 164,Small Business,Bursa,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0.05,264.1,156,108.1
194,ORD-0135,2026-02-14,C164,Customer 164,Small Business,Bursa,Türkiye,P012,4K Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,4,0.05,1516.2,900,616.2
195,ORD-0136,2026-07-29,C083,Customer 083,Consumer,Izmir,Türkiye,P012,4K Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0.05,379.05,225,154.05
196,ORD-0136,2026-07-29,C083,Customer 083,Consumer,Izmir,Türkiye,P008,Desk Lamp,Office,BrightCo,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0.05,85.5,40,45.5
197,ORD-0137,2026-07-26,C045,Customer 045,Consumer,Bursa,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,1245,725,520
198,ORD-0138,2026-04-08,C075,Customer 075,Corporate,Izmir,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0,196,88,108
199,ORD-0139,2026-04-20,C145,Customer 145,Consumer,Bursa,Türkiye,P003,USB-C Hub,Accessories,Connectix,S02,Ankara Hub,Ankara,Türkiye,Retail,3,0.15,140.25,84,56.25
200,ORD-0139,2026-04-20,C145,Customer 145,Consumer,Bursa,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0,395,210,185
201,ORD-0140,2026-02-14,C170,Customer 170,Corporate,Ankara,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0,278,156,122
202,ORD-0141,2026-06-30,C148,Customer 148,Corporate,Ankara,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0,1245,725,520
203,ORD-0141,2026-06-30,C148,Customer 148,Corporate,Ankara,Türkiye,P008,Desk Lamp,Office,BrightCo,S02,Ankara Hub,Ankara,Türkiye,Retail,3,0,135,60,75
204,ORD-0142,2026-01-03,C044,Customer 044,Corporate,Antalya,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0,357,189,168
205,ORD-0143,2026-06-12,C061,Customer 061,Corporate,Bursa,Türkiye,P007,Webcam Pro,Video,VisionLab,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0.15,378.25,220,158.25
206,ORD-0144,2026-04-14,C120,Customer 120,Consumer,Ankara,Türkiye,P003,USB-C Hub,Accessories,Connectix,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0,110,56,54
207,ORD-0145,2026-03-13,C026,Customer 026,Corporate,Bursa,Türkiye,P012,4K Monitor,Displays,ViewMax,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0.1,1436.4,900,536.4
208,ORD-0146,2026-02-16,C141,Customer 141,Consumer,Ankara,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0.1,125.1,78,47.1
209,ORD-0147,2026-07-23,C151,Customer 151,Corporate,Istanbul,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0,245,110,135
210,ORD-0147,2026-07-23,C151,Customer 151,Corporate,Istanbul,Türkiye,P012,4K Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0.15,1695.75,1125,570.75
211,ORD-0147,2026-07-23,C151,Customer 151,Corporate,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0,170,90,80
212,ORD-0148,2026-02-12,C134,Customer 134,Consumer,Izmir,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S04,Online Türkiye,Türkiye,Türkiye,Online,5,0.05,375.25,210,165.25
213,ORD-0149,2026-07-24,C052,Customer 052,Small Business,Izmir,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0.1,591.3,345,246.3
214,ORD-0149,2026-07-24,C052,Customer 052,Small Business,Izmir,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0,747,435,312
215,ORD-0150,2026-04-30,C171,Customer 171,Small Business,Izmir,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0,278,156,122
216,ORD-0151,2026-03-19,C096,Customer 096,Consumer,Istanbul,Türkiye,P008,Desk Lamp,Office,BrightCo,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0.1,121.5,60,61.5
217,ORD-0151,2026-03-19,C096,Customer 096,Consumer,Istanbul,Türkiye,P012,4K Monitor,Displays,ViewMax,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0.05,379.05,225,154.05
218,ORD-0152,2026-06-21,C158,Customer 158,Consumer,Bursa,Türkiye,P012,4K Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0.1,1436.4,900,536.4
219,ORD-0153,2026-07-15,C149,Customer 149,Small Business,Ankara,Türkiye,P003,USB-C Hub,Accessories,Connectix,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0.15,233.75,140,93.75
220,ORD-0153,2026-07-15,C149,Customer 149,Small Business,Ankara,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0.15,144.5,90,54.5
221,ORD-0154,2026-06-25,C148,Customer 148,Corporate,Ankara,Türkiye,P008,Desk Lamp,Office,BrightCo,S04,Online Türkiye,Türkiye,Türkiye,Online,4,0.15,153.0,80,73.0
222,ORD-0154,2026-06-25,C148,Customer 148,Corporate,Ankara,Türkiye,P007,Webcam Pro,Video,VisionLab,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0.05,169.1,88,81.1
223,ORD-0155,2026-02-16,C133,Customer 133,Consumer,Bursa,Türkiye,P003,USB-C Hub,Accessories,Connectix,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0,110,56,54
224,ORD-0156,2026-05-06,C137,Customer 137,Corporate,Bursa,Türkiye,P007,Webcam Pro,Video,VisionLab,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0.05,253.65,132,121.65
225,ORD-0156,2026-05-06,C137,Customer 137,Corporate,Bursa,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,1245,725,520
226,ORD-0157,2026-03-26,C109,Customer 109,Consumer,Izmir,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0,1095,575,520
227,ORD-0157,2026-03-26,C109,Customer 109,Consumer,Izmir,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S02,Ankara Hub,Ankara,Türkiye,Retail,2,0.05,64.6,36,28.6
228,ORD-0158,2026-04-29,C091,Customer 091,Small Business,Istanbul,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0.05,416.1,230,186.1
229,ORD-0159,2026-04-04,C151,Customer 151,Corporate,Istanbul,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0.15,134.3,84,50.3
230,ORD-0160,2026-07-14,C008,Customer 008,Consumer,Ankara,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S02,Ankara Hub,Ankara,Türkiye,Retail,5,0,1245,725,520
231,ORD-0160,2026-07-14,C008,Customer 008,Consumer,Ankara,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0,79,42,37
232,ORD-0161,2026-07-15,C086,Customer 086,Consumer,Antalya,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0,219,115,104
233,ORD-0161,2026-07-15,C086,Customer 086,Consumer,Antalya,Türkiye,P003,USB-C Hub,Accessories,Connectix,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0.1,247.5,140,107.5
234,ORD-0162,2026-06-15,C109,Customer 109,Consumer,Izmir,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S04,Online Türkiye,Türkiye,Türkiye,Online,3,0.05,225.15,126,99.15
235,ORD-0162,2026-06-15,C109,Customer 109,Consumer,Izmir,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0,158,84,74
236,ORD-0162,2026-06-15,C109,Customer 109,Consumer,Izmir,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0.05,264.1,156,108.1
237,ORD-0163,2026-05-13,C084,Customer 084,Consumer,Istanbul,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S02,Ankara Hub,Ankara,Türkiye,Retail,4,0,300,144,156
238,ORD-0163,2026-05-13,C084,Customer 084,Consumer,Istanbul,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0.05,75.05,42,33.05
239,ORD-0164,2026-03-30,C005,Customer 005,Corporate,Antalya,Türkiye,P008,Desk Lamp,Office,BrightCo,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0,90,40,50
240,ORD-0165,2026-02-16,C068,Customer 068,Small Business,Ankara,Türkiye,P003,USB-C Hub,Accessories,Connectix,S01,Istanbul Central,Istanbul,Türkiye,Retail,5,0,275,140,135
241,ORD-0165,2026-02-16,C068,Customer 068,Small Business,Ankara,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0,158,84,74
242,ORD-0166,2026-06-05,C122,Customer 122,Consumer,Antalya,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0,237,126,111
243,ORD-0167,2026-02-07,C129,Customer 129,Corporate,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0,34,18,16
244,ORD-0167,2026-02-07,C129,Customer 129,Corporate,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0.15,28.9,18,10.9
245,ORD-0168,2026-05-21,C171,Customer 171,Small Business,Izmir,Türkiye,P010,Bluetooth Speaker,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,1,0.05,71.25,36,35.25
246,ORD-0169,2026-05-03,C089,Customer 089,Small Business,Bursa,Türkiye,P003,USB-C Hub,Accessories,Connectix,S02,Ankara Hub,Ankara,Türkiye,Retail,1,0,55,28,27
247,ORD-0170,2026-06-16,C053,Customer 053,Small Business,Istanbul,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0.05,264.1,156,108.1
248,ORD-0171,2026-03-05,C062,Customer 062,Small Business,Istanbul,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,1245,725,520
249,ORD-0171,2026-03-05,C062,Customer 062,Small Business,Istanbul,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0,556,312,244
250,ORD-0172,2026-03-13,C106,Customer 106,Consumer,Antalya,Türkiye,P004,27-inch Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,1,0,249,145,104
251,ORD-0173,2026-07-17,C062,Customer 062,Small Business,Istanbul,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0.15,202.3,126,76.3
252,ORD-0174,2026-04-23,C030,Customer 030,Consumer,Bursa,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0.1,321.3,189,132.3
253,ORD-0175,2026-04-03,C017,Customer 017,Corporate,Istanbul,Türkiye,P006,Noise-Cancel Headphones,Audio,SonicWave,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0.1,500.4,312,188.4
254,ORD-0175,2026-04-03,C017,Customer 017,Corporate,Istanbul,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,2,0,68,36,32
255,ORD-0175,2026-04-03,C017,Customer 017,Corporate,Istanbul,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0,237,126,111
256,ORD-0176,2026-06-16,C009,Customer 009,Corporate,Izmir,Türkiye,P005,Laptop Stand,Office,ErgoWorks,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0.1,176.4,88,88.4
257,ORD-0176,2026-06-16,C009,Customer 009,Corporate,Izmir,Türkiye,P002,Mechanical Keyboard,Accessories,KeyPro,S03,Izmir Coast,Izmir,Türkiye,Retail,2,0,158,84,74
258,ORD-0177,2026-05-01,C095,Customer 095,Consumer,Istanbul,Türkiye,P008,Desk Lamp,Office,BrightCo,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0.05,128.25,60,68.25
259,ORD-0177,2026-05-01,C095,Customer 095,Consumer,Istanbul,Türkiye,P012,4K Monitor,Displays,ViewMax,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0.1,1436.4,900,536.4
260,ORD-0178,2026-05-05,C070,Customer 070,Consumer,Istanbul,Türkiye,P003,USB-C Hub,Accessories,Connectix,S03,Izmir Coast,Izmir,Türkiye,Retail,3,0,165,84,81
261,ORD-0178,2026-05-05,C070,Customer 070,Consumer,Istanbul,Türkiye,P003,USB-C Hub,Accessories,Connectix,S03,Izmir Coast,Izmir,Türkiye,Retail,5,0,275,140,135
262,ORD-0179,2026-05-15,C075,Customer 075,Corporate,Izmir,Türkiye,P011,Gaming Chair,Office,ErgoWorks,S04,Online Türkiye,Türkiye,Türkiye,Online,2,0.05,416.1,230,186.1
263,ORD-0180,2026-03-17,C180,Customer 180,Corporate,Istanbul,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S03,Izmir Coast,Izmir,Türkiye,Retail,4,0,476,252,224
264,ORD-0181,2026-07-31,C144,Customer 144,Small Business,Izmir,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0,476,252,224
265,ORD-0181,2026-07-31,C144,Customer 144,Small Business,Izmir,Türkiye,P009,Portable SSD 1TB,Storage,DataGo,S01,Istanbul Central,Istanbul,Türkiye,Retail,1,0.1,107.1,63,44.1
266,ORD-0182,2026-04-14,C106,Customer 106,Consumer,Antalya,Türkiye,P001,Wireless Mouse,Accessories,TechGear,S01,Istanbul Central,Istanbul,Türkiye,Retail,3,0.1,91.8,54,37.8
267,ORD-0182,2026-04-14,C106,Customer 106,Consumer,Antalya,Türkiye,P007,Webcam Pro,Video,VisionLab,S01,Istanbul Central,Istanbul,Türkiye,Retail,4,0,356,176,180
